device_id,UTC_datetime,UTC_date,UTC_time,datatype,satcount,U_bat_mV,bat_soc_pct,solar_I_mA,hdop,Latitude,Longitude,Altitude_m,speed_km_h,direction_deg,temperature_C,mag_x,mag_y,mag_z,acc_x,acc_y,acc_z
373490,07/08/2025 09:00,07/08/2025,09:00:14,GPS,5,4078,88,0,2.3,56.611458,-6.618882,30,4,219,21,0,0,0,151,-414,1014
373490,07/08/2025 09:08,07/08/2025,09:08:58,GPS,6,4083,89,0,1,56.611526,-6.61904,26,1,0,20,0,0,0,-23,-132,1061
373490,07/08/2025 09:19,07/08/2025,09:19:21,GPS,6,4083,89,0,1.8,56.611511,-6.619081,20,0,92,21,0,0,0,13,-328,1002
373490,07/08/2025 09:29,07/08/2025,09:29:04,GPS,5,4078,88,0,1.8,56.611538,-6.619194,16,0,0,22,0,0,0,120,-217,1029
373490,07/08/2025 09:38,07/08/2025,09:38:53,GPS,5,4078,88,1,1.6,56.61153,-6.618904,39,1,0,26,0,0,0,-33,-217,1011
373490,07/08/2025 09:48,07/08/2025,09:48:53,GPS,6,4075,88,3,1.4,56.611523,-6.619042,26,0,0,32,0,0,0,162,-522,924
373490,07/08/2025 09:58,07/08/2025,09:58:54,GPS,5,4075,88,0,1.4,56.611561,-6.618952,27,2,225,27,0,0,0,113,-284,1023
373490,07/08/2025 10:09,07/08/2025,10:09:21,GPS,7,4086,89,4,1.3,56.611523,-6.618994,28,0,0,40,0,0,0,15,-608,895
373490,07/08/2025 10:18,07/08/2025,10:18:52,GPS,7,4083,89,1,1.3,56.611538,-6.619016,27,0,0,31,0,0,0,243,-243,1038
373490,07/08/2025 10:28,07/08/2025,10:28:54,GPS,7,4094,91,0,1.3,56.611526,-6.619105,13,1,266,26,0,0,0,198,-237,1028
373490,07/08/2025 10:38,07/08/2025,10:38:53,GPS,7,4100,92,0,1.3,56.611534,-6.618886,28,0,283,32,0,0,0,-261,618,1029
373490,07/08/2025 10:48,07/08/2025,10:48:51,GPS,6,4103,92,1,1.3,56.611526,-6.619,23,0,0,33,0,0,0,140,-205,1040
373490,07/08/2025 10:58,07/08/2025,10:58:51,GPS,6,4103,92,4,1.2,56.61158,-6.61894,27,0,0,43,0,0,0,501,-237,947
373490,07/08/2025 11:08,07/08/2025,11:08:53,GPS,5,4114,94,0,1.4,56.611546,-6.618937,29,0,0,23,0,0,0,54,261,1040
373490,07/08/2025 11:18,07/08/2025,11:18:54,GPS,5,4131,97,3,1.3,56.611603,-6.618988,25,0,0,36,0,0,0,127,301,1041
373490,07/08/2025 11:28,07/08/2025,11:28:55,GPS,5,4131,97,0,1.3,56.611607,-6.618948,30,0,334,27,0,0,0,93,-115,1055
373490,07/08/2025 11:39,07/08/2025,11:39:14,GPS,5,4136,98,0,1.2,56.61171,-6.619003,37,3,9,26,0,0,0,155,-192,1048
373490,07/08/2025 11:49,07/08/2025,11:49:24,GPS,6,4133,97,0,1.2,56.611675,-6.618976,24,0,356,25,0,0,0,-303,-239,1076
373490,07/08/2025 11:59,07/08/2025,11:59:33,GPS,6,4128,96,0,1.6,56.611618,-6.618929,25,0,163,28,0,0,0,143,-96,1058
373490,07/08/2025 12:08,07/08/2025,12:08:54,GPS,6,4122,95,0,1.6,56.611671,-6.618982,26,0,10,31,0,0,0,46,-196,1055
373490,07/08/2025 12:18,07/08/2025,12:18:58,GPS,6,4125,96,0,1.5,56.611652,-6.618933,26,0,240,24,0,0,0,72,69,1065
373490,07/08/2025 12:28,07/08/2025,12:28:57,GPS,6,4131,97,0,1.5,56.611595,-6.618842,29,0,0,24,0,0,0,-9,-127,1044
373490,07/08/2025 12:39,07/08/2025,12:39:01,GPS,6,4131,97,0,1.4,56.611645,-6.618777,38,1,193,23,0,0,0,39,-191,1048
373490,07/08/2025 12:48,07/08/2025,12:48:51,GPS,6,4131,97,0,1.4,56.611572,-6.618834,28,0,0,24,0,0,0,-144,803,574
373490,07/08/2025 12:59,07/08/2025,12:59:33,GPS,7,4131,97,0,1.5,56.611637,-6.618932,26,1,358,28,0,0,0,289,-405,988
373490,07/08/2025 13:09,07/08/2025,13:09:27,GPS,7,4122,95,0,1.6,56.611618,-6.618946,20,0,0,27,0,0,0,77,-84,1069
373490,07/08/2025 13:18,07/08/2025,13:18:52,GPS,6,4122,95,0,2,56.611588,-6.618925,17,0,0,26,0,0,0,-336,659,698
373490,07/08/2025 13:28,07/08/2025,13:28:52,GPS,6,4125,96,0,2,56.611588,-6.618898,36,0,171,26,0,0,0,-395,797,802
373490,07/08/2025 13:38,07/08/2025,13:38:53,GPS,7,4131,97,0,1.4,56.611565,-6.618879,21,0,0,24,0,0,0,213,-96,1052
373490,07/08/2025 13:48,07/08/2025,13:48:53,GPS,7,4131,97,0,1.4,56.611584,-6.618851,22,0,0,23,0,0,0,282,-117,1035
373490,07/08/2025 13:58,07/08/2025,13:58:56,GPS,7,4128,96,0,1.3,56.611588,-6.618882,20,0,0,24,0,0,0,219,-99,1034
373490,07/08/2025 14:09,07/08/2025,14:09:21,GPS,7,4128,96,0,1.9,56.611553,-6.618804,25,0,123,24,0,0,0,-249,370,718
373490,07/08/2025 14:19,07/08/2025,14:19:25,GPS,6,4125,96,0,1.7,56.611469,-6.61867,21,0,0,24,0,0,0,84,402,990
373490,07/08/2025 14:28,07/08/2025,14:28:55,GPS,6,4125,96,0,1.6,56.611496,-6.618661,26,0,338,23,0,0,0,110,-196,1064
373490,07/08/2025 14:38,07/08/2025,14:38:51,GPS,4,4128,96,3,1.7,56.611481,-6.618678,36,0,0,33,0,0,0,77,-504,975
373490,07/08/2025 14:48,07/08/2025,14:48:53,GPS,4,4131,97,3,1.7,56.611454,-6.618654,25,0,0,34,0,0,0,79,-310,1048
373490,07/08/2025 14:58,07/08/2025,14:58:51,GPS,5,4142,99,1,1.5,56.611465,-6.618623,21,0,0,30,0,0,0,39,-324,1022
373490,07/08/2025 15:08,07/08/2025,15:08:53,GPS,5,4150,100,0,1.5,56.611465,-6.618627,33,3,0,23,0,0,0,39,-216,1038
373490,07/08/2025 15:18,07/08/2025,15:18:59,GPS,4,4150,100,0,2,56.611446,-6.618575,21,0,0,24,0,0,0,46,-549,895
373490,07/08/2025 15:29,07/08/2025,15:29:21,GPS,6,4150,100,0,1.4,56.611462,-6.618579,27,0,22,21,0,0,0,42,257,709
373490,07/08/2025 15:38,07/08/2025,15:38:56,GPS,5,4150,100,0,1.9,56.611435,-6.618602,25,1,0,26,0,0,0,-138,-226,975
373490,07/08/2025 15:48,07/08/2025,15:48:53,GPS,5,4156,100,1,2,56.611446,-6.618553,27,0,0,25,0,0,0,5,-179,1032
373490,07/08/2025 15:59,07/08/2025,15:59:17,GPS,6,4156,100,0,1.9,56.611469,-6.618567,27,0,40,26,0,0,0,127,-179,1050
373490,07/08/2025 16:10,07/08/2025,16:10:14,GPS,4,4153,100,0,2.9,56.611462,-6.618493,40,0,261,30,0,0,0,60,-406,977
373490,07/08/2025 16:19,07/08/2025,16:19:33,GPS,6,4147,100,0,1.8,56.611446,-6.61857,26,1,318,27,0,0,0,138,-676,867
373490,07/08/2025 16:28,07/08/2025,16:28:53,GPS,6,4153,100,0,1.6,56.611481,-6.618586,22,0,0,21,0,0,0,117,-151,1035
373490,07/08/2025 16:38,07/08/2025,16:38:52,GPS,6,4156,100,0,1.4,56.611408,-6.618549,21,0,0,20,0,0,0,-47,-133,1061
373490,07/08/2025 16:48,07/08/2025,16:48:51,GPS,6,4158,100,0,1.3,56.611439,-6.618559,21,0,0,20,0,0,0,363,-154,998
373490,07/08/2025 16:58,07/08/2025,16:58:51,GPS,6,4156,100,0,1.2,56.611443,-6.618517,23,0,0,20,0,0,0,433,-121,976
373490,07/08/2025 17:08,07/08/2025,17:08:51,GPS,6,4156,100,0,1.2,56.611439,-6.618541,20,0,326,19,0,0,0,19,-133,1054
373490,07/08/2025 17:18,07/08/2025,17:18:53,GPS,5,4156,100,0,1.6,56.611408,-6.618472,21,0,0,20,0,0,0,71,76,1035
373490,07/08/2025 17:28,07/08/2025,17:28:51,GPS,5,4153,100,0,1.5,56.611454,-6.618467,25,0,308,20,0,0,0,211,-101,1056
373490,07/08/2025 17:38,07/08/2025,17:38:53,GPS,5,4153,100,0,1.4,56.611485,-6.618577,16,0,126,20,0,0,0,101,-204,1042
373490,07/08/2025 17:48,07/08/2025,17:48:59,GPS,5,4153,100,0,1.4,56.611465,-6.618566,16,0,307,20,0,0,0,89,-180,1045
373490,07/08/2025 17:58,07/08/2025,17:58:52,GPS,5,4153,100,0,1.3,56.611462,-6.618472,23,0,201,19,0,0,0,88,321,1017
373490,07/08/2025 18:10,07/08/2025,18:10:14,GPS,8,4150,100,0,2.2,56.611507,-6.618506,26,0,249,21,0,0,0,20,-45,1073
373490,07/08/2025 18:19,07/08/2025,18:19:17,GPS,9,4139,98,0,1.6,56.611488,-6.618518,25,0,0,21,0,0,0,-49,-21,1076
373490,07/08/2025 18:28,07/08/2025,18:28:54,GPS,7,4139,98,0,2,56.611546,-6.618501,21,1,0,20,0,0,0,-76,-48,1010
373490,07/08/2025 18:38,07/08/2025,18:38:50,GPS,6,4139,98,0,1.6,56.611538,-6.618536,29,0,0,20,0,0,0,583,99,899
373490,07/08/2025 18:48,07/08/2025,18:48:51,GPS,7,4139,98,0,1.5,56.611549,-6.61855,21,0,0,20,0,0,0,613,179,864
373490,07/08/2025 18:58,07/08/2025,18:58:51,GPS,7,4139,98,0,1.5,56.611526,-6.618517,30,0,0,20,0,0,0,564,164,911
373490,07/08/2025 19:08,07/08/2025,19:08:49,GPS,7,4136,98,0,1.7,56.611538,-6.618547,25,0,0,21,0,0,0,486,167,942
373490,07/08/2025 19:18,07/08/2025,19:18:50,GPS,7,4136,98,0,1.8,56.611523,-6.618505,27,0,0,21,0,0,0,591,176,887
373490,07/08/2025 19:28,07/08/2025,19:28:51,GPS,7,4136,98,0,1.9,56.611526,-6.618558,19,0,0,21,0,0,0,598,115,891
373490,07/08/2025 19:38,07/08/2025,19:38:51,GPS,7,4133,97,0,2,56.611549,-6.618589,21,0,306,20,0,0,0,514,93,951
373490,07/08/2025 19:49,07/08/2025,19:49:17,GPS,8,4133,97,0,2,56.611538,-6.618545,26,0,0,21,0,0,0,562,125,920
373490,07/08/2025 19:58,07/08/2025,19:58:54,GPS,8,4122,95,0,2,56.611568,-6.618612,21,0,0,19,0,0,0,663,42,1014
373490,07/08/2025 20:08,07/08/2025,20:08:58,GPS,8,4122,95,0,2,56.611538,-6.618495,30,0,128,21,0,0,0,645,126,852
373490,07/08/2025 20:19,07/08/2025,20:19:21,GPS,11,4119,95,0,0.8,56.611542,-6.618542,27,0,0,22,0,0,0,666,153,848
373490,07/08/2025 20:28,07/08/2025,20:28:52,GPS,9,4117,95,0,0.9,56.611561,-6.618516,29,0,0,18,0,0,0,-501,788,579
373490,07/08/2025 20:38,07/08/2025,20:38:51,GPS,8,4119,95,0,1.5,56.61158,-6.618584,26,0,0,18,0,0,0,89,-484,904
373490,07/08/2025 20:48,07/08/2025,20:48:51,GPS,7,4119,95,0,1.1,56.611584,-6.618554,26,0,143,18,0,0,0,176,84,1092
373490,07/08/2025 20:58,07/08/2025,20:58:52,GPS,9,4119,95,0,0.9,56.611595,-6.618618,39,0,186,18,0,0,0,120,-435,968
373490,07/08/2025 21:08,07/08/2025,21:08:54,GPS,6,4119,95,0,1.2,56.611588,-6.618649,31,0,203,18,0,0,0,88,-255,1022
373490,07/08/2025 21:18,07/08/2025,21:18:52,GPS,6,4117,95,0,1.2,56.611584,-6.618614,27,0,183,18,0,0,0,-365,224,974
373490,07/08/2025 21:28,07/08/2025,21:28:53,GPS,6,4117,95,0,1.2,56.611595,-6.618627,29,0,4,18,0,0,0,86,-310,1012
373490,07/08/2025 21:38,07/08/2025,21:38:53,GPS,6,4117,95,0,1.2,56.611603,-6.618615,34,0,59,17,0,0,0,172,-260,998
373490,07/08/2025 21:49,07/08/2025,21:49:17,GPS,7,4114,94,0,1.9,56.61161,-6.618629,28,0,0,18,0,0,0,63,-215,1049
373490,07/08/2025 21:58,07/08/2025,21:58:58,GPS,7,4108,93,0,1.6,56.611614,-6.618635,28,0,0,19,0,0,0,78,-216,1045
373490,07/08/2025 22:08,07/08/2025,22:08:52,GPS,6,4108,93,0,1.5,56.61161,-6.618621,30,0,0,19,0,0,0,72,-208,1041
373490,07/08/2025 22:18,07/08/2025,22:18:52,GPS,7,4108,93,0,1.3,56.611588,-6.618642,26,0,0,19,0,0,0,57,-225,1032
373490,07/08/2025 22:28,07/08/2025,22:28:53,GPS,6,4108,93,0,1.2,56.611576,-6.618608,29,0,0,19,0,0,0,68,-222,1053
373490,07/08/2025 22:38,07/08/2025,22:38:52,GPS,6,4108,93,0,1.2,56.611568,-6.618669,20,0,0,19,0,0,0,194,-226,1020
