"country","device_id","UTC_datetime","UTC_date","UTC_time","hdop","satcount","U_bat_mV","Altitude_m","speed_km_h","direction_deg","temperature_C","datatype","altitude_raster_elevatr9","real_altitude_elevatr9","altitude_raster_elevatr10","real_altitude_elevatr10","altitude_raster_DEMEU","real_altitude_DEM_EU","Longitude","Latitude"
"FRA","373492","2025-07-01 22:26:03","2025-07-01","22:26:03",2,6,3.832,100,35,36,22,"GPS",51,49,50,50,50.4240570068359,49.5759429931641,-0.368692,47.802475
"FRA","373492","2025-07-02 21:25:48","2025-07-02","21:25:48",1.4,7,3.926,187,64,191,18,"GPS",29,158,31,156,30.5129089355469,156.487091064453,-0.360635,47.647942
"FRA","373492","2025-07-02 21:46:03","2025-07-02","21:46:03",0.9,7,3.929,57,31,305,18,"GPS",18,39,18,39,19.2175102233887,37.7824897766113,-0.396871,47.629738
"FRA","373492","2025-07-09 20:06:05","2025-07-09","20:06:05",1.1,6,3.979,73,49,196,22,"GPS",30,43,31,42,31.307788848877,41.692211151123,-0.40214,47.597515
"FRA","373492a","2025-05-30 17:26:44","2025-05-30","17:26:44",1.9,6,3.885,27,21,28,27,"GPS",16,11,16,11,16.8304500579834,10.1695499420166,-0.499058,47.609028
"FRA","373494","2025-05-17 02:42:55","2025-05-17","02:42:55",1.6,4,3.954,65,99,94,20,"GPS",13,52,13,52,12,53,-0.508104,47.57486
"FRA","373494","2025-06-22 20:03:47","2025-06-22","20:03:47",1.5,9,3.796,175,53,118,22,"GPS",31,144,31,144,32.9569091796875,142.043090820312,-0.047195,47.395542
"FRA","373494","2025-06-23 20:03:32","2025-06-23","20:03:32",1.2,7,3.824,408,47,161,23,"GPS",270,138,269,139,270.606475830078,137.393524169922,1.368509,46.359119
"FRA","373494","2025-06-23 21:03:15","2025-06-23","21:03:15",1.7,7,3.833,806,58,137,21,"GPS",504,302,506,300,507.327178955078,298.672821044922,1.850774,45.982697
"FRA","373494","2025-08-14 18:36:44","2025-08-14","18:36:44",1.3,5,3.824,947,69,217,29,"GPS",782,165,780,167,778.048767089844,168.951232910156,1.980316,45.679092
"FRA","373494","2025-08-14 19:37:02","2025-08-14","19:37:02",1.6,7,3.824,576,50,168,31,"GPS",282,294,281,295,276.636871337891,299.363128662109,1.609248,45.21777
"FRA","373494","2025-08-14 20:36:43","2025-08-14","20:36:43",1.2,6,3.819,509,57,194,32,"GPS",358,151,357,152,357.362762451172,151.637237548828,1.593646,44.715935
"FRA","373494","2025-08-14 21:37:03","2025-08-14","21:37:03",1.2,7,3.819,349,62,227,32,"GPS",171,178,167,182,167.311508178711,181.688491821289,1.36911,44.23925
"FRA","373494","2025-08-14 22:37:03","2025-08-14","22:37:03",2,7,3.819,267,49,250,33,"GPS",204,63,205,62,205.944564819336,61.0554351806641,1.006898,43.935814
"FRA","373494","2025-08-14 23:37:03","2025-08-14","23:37:03",1,8,3.816,278,59,284,32,"GPS",191,87,193,85,193.158569335938,84.8414306640625,0.491646,43.841377
"FRA","373494","2025-09-11 17:13:03","2025-09-11","17:13:03",0.8,11,3.687,353,80,249,27,"GPS",76,277,78,275,78.7294769287109,274.270523071289,1.349064,41.15118
"FRA","373495","2025-06-22 01:00:09","2025-06-22","01:00:09",1.5,7,3.844,-1,39,292,27,"GPS",14,-15,12,-13,12.902473449707,-13.902473449707,-0.459163,47.568615
"FRA","373495","2025-06-23 20:00:33","2025-06-23","20:00:33",1.2,6,3.835,135,29,254,23,"GPS",40,95,41,94,40.9275703430176,94.0724296569824,-0.531666,47.476032
"FRA","373495","2025-06-23 21:00:10","2025-06-23","21:00:10",1.4,4,3.841,49,29,307,20,"GPS",38,11,39,10,39.3151817321777,9.68481826782227,-0.507928,47.687744
"FRA","373495","2025-06-23 22:00:33","2025-06-23","22:00:33",0.8,9,3.838,96,42,43,20,"GPS",49,47,46,50,46.1043128967285,49.8956871032715,-0.366939,47.794113
"FRA","373495","2025-06-26 21:00:13","2025-06-26","21:00:13",1.4,4,3.847,10,24,141,26,"GPS",17,-7,17,-7,17.0834789276123,-7.0834789276123,-0.400584,47.567841
"FRA","373495","2025-06-27 20:00:33","2025-06-27","20:00:33",1.3,7,3.835,141,32,359,26,"GPS",91,50,92,49,91.9659729003906,49.0340270996094,-0.032235,47.735764
"FRA","373495","2025-06-27 21:00:12","2025-06-27","21:00:12",1.1,6,3.835,747,48,323,22,"GPS",73,674,72,675,73.8213806152344,673.178619384766,-0.306034,47.997494
"FRA","373495","2025-06-27 22:00:12","2025-06-27","22:00:12",1.8,4,3.838,148,44,298,23,"GPS",104,44,104,44,103.037322998047,44.9626770019531,-0.640273,48.257538
"FRA","373495","2025-06-28 20:00:10","2025-06-28","20:00:10",1.9,5,3.832,411,43,250,23,"GPS",130,281,130,281,131.976623535156,279.023376464844,-1.065328,48.331429
"FRA","373495","2025-06-28 21:00:17","2025-06-28","21:00:17",1.3,4,3.838,211,50,255,22,"GPS",85,126,86,125,86.5240249633789,124.475975036621,-1.68004,48.225449
"FRA","373495","2025-06-29 20:00:33","2025-06-29","20:00:33",1.5,7,3.83,559,36,350,26,"GPS",74,485,77,482,76.8016052246094,482.198394775391,-1.76908,48.302856
"FRA","373495","2025-06-29 21:00:11","2025-06-29","21:00:11",1.1,6,3.832,1242,60,39,22,"GPS",6,1236,4,1238,0,1242,-1.5232,48.721645
"FRA","373495","2025-06-29 22:00:57","2025-06-29","22:00:57",1.8,6,3.835,111,38,133,20,"GPS",73,38,76,35,74.9281463623047,36.0718536376953,-1.052266,49.088146
"FRA","373495","2025-06-30 21:00:11","2025-06-30","21:00:11",1.7,5,3.821,66,20,165,28,"GPS",9,57,8,58,8.29366683959961,57.7063331604004,-0.4035,49.3274
"FRA","373495","2025-07-02 20:00:12","2025-07-02","20:00:12",1.5,4,3.832,224,86,135,20,"GPS",16,208,17,207,16.9519462585449,207.048053741455,-0.242844,49.158455
"FRA","373495","2025-07-02 21:00:33","2025-07-02","21:00:33",1.4,4,3.841,333,58,197,20,"GPS",265,68,269,64,270.431274414062,62.5687255859375,0.025101,48.607864
"FRA","373495","2025-07-02 22:00:47","2025-07-02","22:00:47",1.7,8,3.838,209,48,94,21,"GPS",108,101,107,102,108.862747192383,100.137252807617,0.048384,48.043995
"FRA","373495","2025-07-02 23:00:47","2025-07-02","23:00:47",1.6,10,3.838,130,34,324,20,"GPS",78,52,79,51,79.1553726196289,50.8446273803711,0.451607,48.268471
"FRA","373495","2025-07-03 20:00:09","2025-07-03","20:00:09",1.1,7,3.835,329,23,315,20,"GPS",138,191,137,192,135.330993652344,193.669006347656,0.43581,48.381653
"FRA","373495","2025-07-03 21:00:26","2025-07-03","21:00:26",1.6,6,3.847,238,27,306,18,"GPS",217,21,220,18,222.424880981445,15.5751190185547,0.271298,48.605499
"FRA","373495","2025-07-04 20:00:12","2025-07-04","20:00:12",1.4,5,3.861,124,49,325,19,"GPS",88,36,88,36,88.7063674926758,35.2936325073242,-0.022677,48.929104
"FRA","373495","2025-07-09 20:00:51","2025-07-09","20:00:51",1.5,7,3.886,443,63,191,20,"GPS",192,251,191,252,192.4287109375,250.5712890625,-0.591856,48.749847
"FRA","373495","2025-07-09 21:00:13","2025-07-09","21:00:13",1.3,6,3.883,254,66,182,20,"GPS",112,142,112,142,112.447242736816,141.552757263184,-0.578989,48.181015
"FRA","373495","2025-07-09 22:00:32","2025-07-09","22:00:32",1.2,7,3.88,147,72,198,23,"GPS",28,119,31,116,30.1849918365479,116.815008163452,-0.5989,47.594635
"FRA","373495","2025-07-09 23:00:13","2025-07-09","23:00:13",1.3,6,3.878,238,64,258,22,"GPS",103,135,103,135,104.536575317383,133.463424682617,-1.132584,47.263206
"FRA","373495","2025-07-10 00:00:57","2025-07-10","00:00:57",1.8,5,3.88,71,59,272,21,"GPS",7,64,7,64,8.150315284729,62.849684715271,-1.77262,47.250175
"FRA","373495","2025-07-10 20:00:34","2025-07-10","20:00:34",1.5,6,3.863,-3,46,232,25,"GPS",10,-13,8,-11,8.09846305847168,-11.0984630584717,-1.935519,47.262203
"IRE","HQC6259 Button","2025-09-03 22:00:55","2025-09-03","22:00:55",0.7,12,3.67,222,60,120,14.14,"GPS",5,217,4,218,4.5,217.5,-9.22225,54.05734
"IRE","HQC6259 Button","2025-09-11 22:01:21","2025-09-11","22:01:21",1,12,3.65,58,55.1,142,14.42,"GPS",0,58,0,58,0,58,-5.43331,52.63004
"IRE","HQC6259 Button","2025-09-12 22:00:59","2025-09-12","22:00:59",1.3,9,3.68,94,38.2,154,14.32,"GPS",5,89,5,89,5.22773408889771,88.7722659111023,-2.94986,51.22752
"IRE","HQC6259 Button","2025-10-04 22:00:55","2025-10-04","22:00:55",0.8,12,3.65,644,86.5,143,10.13,"GPS",147,497,150,494,150.439025878906,493.560974121094,-0.49301,49.04329
"IRE","HQC6259 Button","2025-10-05 02:00:55","2025-10-05","02:00:55",0.6,12,3.61,334,35.5,177,11.14,"GPS",132,202,132,202,132.643798828125,201.356201171875,1.25522,46.5977
"IRE","HQC6259 Button","2025-10-05 22:00:55","2025-10-05","22:00:55",0.8,12,3.69,478,77.8,181,12.96,"GPS",84,394,84,394,85.7155532836914,392.284446716309,0.94995,44.47071
"IRE","HQC6259 Button","2025-10-06 02:00:55","2025-10-06","02:00:55",0.6,12,3.7,2442,88.3,194,7.37,"GPS",1448,994,1458,984,1469.47607421875,972.52392578125,0.73727,42.51797
"IRE","HQC6259 Button","2025-10-06 20:00:55","2025-10-06","20:00:55",0.7,12,3.74,1503,69.3,179,17,"GPS",0,1503,0,1503,0,1503,0.77999,40.22378
"IRE","HQC6261 Toad","2025-09-15 22:00:55","2025-09-15","22:00:55",0.8,12,3.67,690,98.8,124,10.96,"GPS",62,628,62,628,62.8602867126465,627.139713287354,-8.17666,53.19598
"IRE","HQC6261 Toad","2025-09-16 22:00:55","2025-09-16","22:00:55",0.8,12,3.65,140,38.3,166,14.76,"GPS",70,70,69,71,70.7560501098633,69.2439498901367,-3.38425,50.71085
"IRE","HQC6261 Toad","2025-09-19 22:00:55","2025-09-19","22:00:55",1.1,12,3.68,119,64.9,87,18.51,"GPS",0,119,0,119,0,119,-2.37535,50.42649
"IRE","HQC6261 Toad","2025-09-20 02:00:55","2025-09-20","02:00:55",0.7,12,3.67,211,53,138,20.53,"GPS",0,211,0,211,0,211,1.31215,50.54375
"IRE","HQC6261 Toad","2025-09-23 02:00:55","2025-09-23","02:00:55",0.7,12,3.68,211,69.1,142,10.17,"GPS",142,69,142,69,143.35954284668,67.6404571533203,2.2857,47.12735
"IRE","HQC6262 Shitake","2025-08-17 22:00:27","2025-08-17","22:00:27",2.5,7,3.69,82,39.3,20,22.3,"GPS",0,82,0,82,0,82,-4.18706,51.24709
